taxonomy	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0397	0.30297	0.60776	0.32184	96.87189	0.18938	16.59358	1.27516	0.02572	1.34013	7.98392	1.0302	90.3797	0.22147	1.02039	2.26271	1.1162	0.46559	0.75869	1.92282	0.68983	0.41697	1.66785	0.10121	0.04818	0.00166	0.00562	0.03195	0.53155	0.31368	0.06823	0.49161	13.23995	0.20971	13.27086	1.55604	3.52984	3.55332	17.13056	0.66469	2.37389	3.53197	0.0742	0.06188	0.01761	0.23451	0.41901	2.75268	0.45919	1.56341	0.56427	0.31218	0.76814	4.41937	1.76753	0.18571	0.52979	0.02197	21.92462	13.69092	0.8256	1.61988	99.56296	4.3113	29.01186	0.26562	0.44768	0.44976	33.29713	0.16379	0.45094	1.19108	0.36823	1.68705	0.29174	1.94504	2.60538	0.68615	2.15673	3.57486	0.03049	0.03114	0.17873	0.52058	1.95461	0.50074	0.14344	0.58362	1.43555	0.35555	0.56361	1.01471	1.29281	2.28664	2.91917	14.55749	0.64531	48.46922	0.16162	2.43471	0.12733	4.0196	0.13536	0.18328	5.0779	1.48388	1.45474	4.16829	76.46761	16.52759	4.74413	2.33937	70.67443	0.41709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.03399	0.59275	0.10688	0.20941	0.06043	0.14637	0.0565	1.23633	0	0	4.7717	0	0.29032	0.08251	0.09532	0	0.01148	0.2673	2.46975	0.24764	0.65191	0.01809	0.34241	3.32488	2.70593	6.37733	1.34886	1.68724	0.34271	0.4484	0.08963	0.40283	0.01176	0.01545	0.74458	0	0.01098	0.36613	0.11778	0	0.24139	0.29971	2.04813	1.89191	4.39672	5.33603	0.61399	0.68543	0.11838	2.04506	0.61226	5.05943	0.16462	0.00097	0.11462	0.00326	1.58047	6.50532	2.69305	0.13969	0.22348	0.04855	0	0.00382	0.03868	1.07082	3.74857	1.76693	0.01723	0.01158	0.1212	2.34793	4.00547	3.60541	0.48159	0.00289	0	0.06107	0.06179	0.15558	4.56449	7.20361	4.66392	2.75034	0.00933	0.68453	2.7638	0.21985	0.17727	0.09704	0.31317	1.93321	0.0006	0.20004	0.09325	0.34823	2.66086	0	0.04627	0.46865	0.50248	8.44545	8.63879	5.47479	2.3148	0.36774	0.2732	0	0	0.00067	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.00851	0	0	0	0	0.61754	0	0.01966	0	0	0	0	0	0	0.02363	0	0	0	0	0	0	0.00868	0	0	0	0	0	0	0	0	0	1.77042	0.00222	0	0	0.00834	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07858	0.05178	0.04565	0	0	0	0	0.00566	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09213	0	0	0	0	0	0	0	0	0	0	0	0	0.09043	0	0	0	0	0	0	0	0	0.00603	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	36.70731	31.06646	19.53967	0	0.26091	24.89645	15.80242	11.02978	0.12543	0	20.45571	8.90899	1.27431	0.6225	0	52.14425	10.73868	0.11655	1.06898	1.49975	17.05	5.2051	2.3966	9.79322	5.85395	0.59571	12.72505	2.15854	0.85214	0.01035	1.7123	4.96513	0.00924	0.29968	0	0.01536	0.35562	3.0421	4.4767	0.61637	7.08583	1.02753	9.21232	0.70391	4.77769	2.1048	0.07293	0.26544	0.1754	3.87942	7.71327	1.4692	8.93527	20.39086	41.09637	5.82942	2.08803	10.19571	16.25609	1.37659	11.83963	9.16333	0	0	7.21216	12.30317	14.09436	11.20725	19.22017	3.68922	5.22401	7.74632	3.16308	7.69688	4.9639	20.24225	0.01294	13.76796	16.79547	12.8073	5.03707	14.49525	27.78778	11.00989	0.13528	1.50456	3.3508	16.57887	10.25602	3.893	17.70301	3.4904	18.60992	7.01153	15.36797	10.24218	17.83361	5.88319	10.93606	4.07199	3.78581	13.15568	24.11086	19.2548	1.47444	2.44733	3.65731	0	11.42079	0	0.6326	5.45158	0.05743	26.37134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	13.20012	5.96072	1.97806	1.56287	0.0152	0	4.35753	2.00028	0.06054	0	15.77011	0.64021	0.04094	0	0	6.65119	0.9814	0.01023	0.30894	0.21471	1.44687	0	0	0	0	0.4775	0.7422	1.00603	0.38174	0.02518	0.47618	1.47067	0	0	0.4567	0.00276	0.00795	0.06892	0	0	0	0.30417	1.65427	0.34301	1.56028	2.15684	0.11714	0.58687	0.33779	0.08497	0.45636	0.69024	1.50123	0	0	3.07689	2.12795	5.61843	0	0	0	0	0	0	0.12703	1.29141	0.38105	0.54061	0.74207	1.57013	1.28526	1.5825	6.30866	3.84655	0.97923	16.64655	0.02476	3.1241	1.40424	0.00809	1.40508	2.33278	9.81303	6.45268	0.08346	1.07638	1.85329	1.7949	1.52222	2.57752	4.23987	0.7685	2.21443	0	0.84049	6.01811	8.31056	7.48823	22.07614	1.62798	2.08679	0.69232	1.67144	2.86568	0.84756	0.48656	0.61614	0	0	0	0.00619	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	12.55916	1.95719	1.76986	0	0.05259	13.63626	0	0.93807	0.63626	2.64794	0	0	0.24188	1.26206	39.86464	0	0.14997	0.13329	0.15828	0.00545	1.02377	2.00847	1.06214	0	0.06199	0	0.59543	0.24284	0.05189	0	0.09999	0.25516	0.04433	1.11526	1.84498	0.17381	1.02349	0.13191	2.74399	1.04652	4.0356	1.58453	5.61342	0.77357	0.03682	0.13552	1.1154	0.00781	0.31126	0.08272	0.02508	0.32763	2.1976	0.4149	1.20234	16.42262	0.08253	1.04123	0	4.62108	1.42724	4.30512	0	3.64001	1.68286	2.33362	3.12605	1.08536	0	1.10482	0.69003	0	0.74874	0.47291	0.00604	0	0.55579	1.50763	0.0156	0	0.02769	3.39477	0.02953	6.99156	0.2082	0.27359	1.3295	2.00285	0.339	4.25645	0.23802	0.9585	0.04641	2.07778	0.05307	0	0.09036	0	0	0	0.13311	1.04881	0.14356	0.08047	4.37465	0	0.04176	0.54944	0	28.01452	1.15931	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	8.15192	37.8057	42.6035	19.60283	0.32395	40.70494	5.88434	41.64947	22.84035	11.91264	11.84381	9.31893	1.28936	13.92012	46.93385	0.33199	27.13783	10.6823	31.82257	49.91814	18.87847	32.35084	42.98498	19.88287	22.59191	70.75238	59.79857	25.76351	18.8559	6.80488	17.75852	3.4224	22.22226	28.29842	5.32963	5.52616	50.00567	9.77521	15.58765	22.75522	18.15111	21.88388	24.70539	47.80402	17.76275	11.55392	36.16982	48.29648	14.41629	34.26124	45.71227	10.59972	35.1149	20.70254	27.45199	18.16666	31.40108	19.83643	20.83041	27.78552	26.85898	24.34318	0	21.00012	18.5645	22.46389	12.50034	16.75543	0.90928	19.73598	13.16207	15.38976	15.13936	16.61107	25.40062	3.82862	5.89355	34.41927	32.99362	28.20068	17.63132	19.56339	13.91444	18.19397	46.19083	38.3738	18.31294	26.17616	33.03818	22.9565	17.69049	21.96349	42.81629	57.93661	35.74073	36.82963	19.94869	7.21223	7.82972	39.65941	47.75194	13.13208	17.23601	17.7144	40.35145	60.08147	30.16236	87.91188	0.01616	46.16682	85.57936	48.03461	7.12863	46.56029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	7.33701	9.22715	21.40048	4.54346	0.18199	0	23.12522	13.50559	0.72629	0	7.37532	0.85889	0.62689	4.1961	0	24.38537	2.09862	0.04484	1.65871	35.3585	11.66408	16.20713	6.6925	16.84405	12.69757	0.07359	2.93079	17.42041	1.66219	0.04956	0.19859	6.02554	0.04567	0	0	0.45015	0.061	1.92936	7.05278	0.09867	5.3068	0.4428	1.24787	0.86821	1.33901	1.1611	0.37303	0.25219	0.19881	1.13836	8.98155	1.65709	1.7254	44.44587	0	27.94649	4.09054	26.81857	0	0	0	26.08296	0	0	0.64257	20.85055	6.44435	11.83414	18.28446	2.79187	9.05986	6.58672	11.74342	12.49936	5.28496	14.8773	0.40917	22.74189	4.53373	4.08945	1.7918	16.14961	3.69418	1.9054	1.14284	9.83539	10.23649	22.72556	9.59135	13.91073	7.30293	4.87349	10.19739	6.09093	0	0	0	10.8467	20.53727	5.07167	6.01917	2.3761	4.93515	11.61812	16.19384	24.68211	4.05672	0	0	0	0.01564	3.09637	0.02489	8.15316
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	6.60526	0.13997	0.05213	0.10053	0	1.22635	2.17815	0.17779	0.00341	0.05635	0.57722	0.04547	0	0.00727	0.02721	0	0.56697	0.16088	0.10038	0.19489	0.16926	0.33216	0.14885	0.12283	0.12216	0.87253	1.36189	0.75556	0.02271	0	0.1618	0.01191	1.18595	0.46986	0.02786	0	0.42281	0.08232	0.91339	0.33078	0.09946	0.08056	0.1837	0.164	0.04125	0.59396	0.3639	0.22119	0.39189	0.17392	0.34788	0.74508	0.39718	0.09261	0.60373	0.03258	0.34997	0.28444	2.73247	0.24479	0.09433	0.43372	0	0.19811	0.26833	0.06988	0.05518	0.14751	3.94884	0.04726	0.28906	0.02839	0.05819	0.01529	0.10717	0.09552	0.00902	0.72891	0.11154	10.27583	0.54199	0.20412	0.22588	0.08833	0.17389	0.17794	0.01175	4.1318	1.75353	0.07905	0.08092	1.56978	0.82016	0.69924	1.07783	0.61276	0.14711	0.29023	0.48272	0.27965	0.93065	0.34389	1.34795	0.59687	0.3866	0.1535	0.4106	2.21116	0.09087	1.57348	0.47946	0.12091	0.00052	0.04957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	6.36628	4.67048	8.41241	67.54749	0.35731	0.01665	7.76238	1.1529	0	9.24284	23.53208	0.12812	0.94251	0.9798	2.38598	0.11131	4.98032	6.40539	17.22095	3.58569	13.73988	1.77989	1.49627	14.09992	16.24299	4.02165	3.90701	5.35017	21.92945	6.94679	6.9125	1.27016	1.09569	24.04965	9.13514	0.19356	10.91313	14.07775	1.21867	1.84738	1.04126	17.24572	27.79745	23.32925	37.13932	24.40102	32.82947	1.19534	3.53313	7.84111	23.02273	18.04782	9.99976	0	13.17496	3.45039	35.14247	13.80828	4.12983	14.04737	24.37362	13.66685	0	0.06678	3.71502	21.60657	9.88421	17.13655	3.00597	4.04246	14.36439	16.43047	13.67434	8.59638	10.5486	6.60647	0.00755	0.72949	2.72953	13.06226	4.77021	27.61753	10.26913	7.4977	6.59341	16.36862	34.78727	3.12621	3.58156	16.56751	1.32205	11.61392	3.24517	1.01202	2.46939	12.50386	15.97205	1.78135	31.41315	21.38128	18.04813	8.03455	3.20253	4.71212	6.7126	3.1472	7.64631	0.10452	5.27437	0.72505	1.06577	0.16879	0.00733	4.54958
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2.85739	1.42124	0	0	0.01034	0.25096	7.26902	3.1547	0	0.30364	0	7.28945	0.04761	0.96961	2.06986	9.37078	6.69418	3.37337	2.08278	2.32988	3.51132	13.27004	1.29148	3.24665	3.40916	0.17227	0	1.84774	4.00661	1.26671	6.11894	4.00632	13.69433	7.11499	6.04778	1.62743	0.13843	7.33817	10.69887	0.51355	10.0898	1.72774	2.04748	2.32212	2.99949	0.6653	3.901	2.83587	0.69679	2.65606	1.60199	13.56172	4.79415	4.49072	1.91622	13.51234	1.26208	0.52167	0	1.40414	1.10171	3.92552	0	1.39801	1.83537	0.00455	0	0.01048	12.06651	9.3882	2.17194	2.97343	7.64952	0.351	1.17226	4.76936	12.2226	2.61043	1.30544	0.54599	0.12314	0.00696	1.93993	1.75308	1.10195	6.12286	0.97047	1.01617	0.52233	7.25388	9.94719	2.54596	0.75839	8.12293	2.06738	0.19216	5.66449	4.62448	2.17008	4.18347	1.26243	1.66471	3.4435	3.25541	2.348	2.71126	1.39826	4.32543	2.86313	2.8972	3.65851	7.76714	0.47942	4.1478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2.39974	0.04552	0	0.00015	0.00144	0	0.08998	0.52834	0	0	0	0	0.03615	0	0	0.10011	0.89463	0.37992	1.45971	0.10477	0.75833	0	0.01716	0.66541	2.46363	0.13642	0.04599	0.12682	0	0.01439	0.03488	0.0897	0.25145	0.75941	0.74296	0.00811	0.4841	0.18779	0	0	3.07471	0.12815	0.08915	0.201	0.14943	0.02044	0.13912	0.0972	0.05213	0.14053	0.11198	3.75703	0.14436	0	0.04393	0.05525	0.35302	0.46961	0	0	0.01672	0.21745	0	0	0	0.54754	0.20927	0.30232	0.22986	0.21979	0.10367	0.36775	0	1.00204	1.45449	0	0.01344	0	0.03435	0	0.27483	0.30778	0.02913	0.02173	0.28153	1.91325	0.54237	0.01303	0.28635	0.0855	0.58184	0.66002	0.1575	0	0.26274	0.08928	1.0923	0.12134	0	0.1639	0.19898	1.57119	0.34261	0.79646	0.15302	0.12089	0.51962	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	1.41687	1.24665	0.70035	0.75447	0.07074	0.4878	0.77868	0.75221	0	0	0.4827	0	0.05691	0.01723	0	0	0.03771	0.13237	0.53215	0.20173	0.77533	0.05538	0.3197	0.49451	0.27397	7.42058	3.41748	0.06574	0.29401	0.16564	0.49297	0.02294	0	0.4556	0.02808	0	0.31517	0.0018	0	1.83733	0.79015	0.40776	0.20899	1.16301	1.67415	2.33943	3.28649	0.67892	3.2099	0.85013	1.06469	0.38679	0.00932	0.04217	0.66613	0.15943	0.56713	0.18577	0	0.60234	1.02555	0.17889	0	0.06229	1.15203	0.26463	0.62519	0.75658	0.10306	0.14075	0.04625	0.61569	0.04635	0.3346	0.79585	0	0	0.20919	0.72123	2.00693	3.55428	0.07349	0.39659	0.30588	0.04771	0.15681	0.12429	1.03878	0.98274	0.05539	0.05852	0.23191	0.24305	0.22437	0.45609	0.28228	2.16417	1.02801	0.37285	0.11593	0.17846	0.75878	0.25061	0.1212	0.27002	0.21067	0.41847	0.56179	1.01377	0	0.02624	0.03412	0	0.01126
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.31436	0.08814	0	0.70018	0	0.06047	2.42626	0.06969	0.33903	0.01972	0.00886	0	0	0.00112	1.99839	0.0449	0	0.00499	0.21417	0.01143	0.12776	0.32439	0	0	0.30873	0.00808	0.13363	0.11632	0.02644	0	0.00845	0.04126	7.97525	0	0	0.01387	1.32983	0.70972	17.94341	0.17341	0	0.121	0	0.14261	0.00155	0.24535	0.15824	0.22101	0	0.00441	0.64571	1.71499	0.01258	0.57129	0.41314	0.02269	0.4534	0.13696	0	1.09604	0.00647	0.08314	0	0	0.25674	0.38488	0	0.04125	0.2483	0.05135	0.02858	0	0.3825	0.03503	0.29742	0.43415	0.00322	0.23402	0	0.16446	0.00844	0.03764	0	0	0	0.61914	0	0.64802	0.53257	0.30699	0	2.92191	0.65904	0.56543	0	0.01865	0	0.38345	0.26661	0.11226	0.19478	1.303	0.181	0.05674	0.43492	0.01439	0.04829	0.05147	0.18252	0.43688	0.04428	0	0.49263	0.0092
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.9062	0	0	0.00622	0.00302	0	1.09144	0.87758	0	0	0	0	0.05741	0.20283	0	0	0.75342	0.01686	0.05555	0	2.17038	0	0	0	0	2.37718	8.72067	0	0	0	0.28328	0.84041	0	0.00867	0.00035	0	0	2.18242	0	0	0	0	0	0	0	41.25475	0.37556	0.28091	0	0.77207	1.79489	2.01833	0	0	0	3.39337	1.94053	1.86146	0	0	0	0	0	0	0	0	0	0	0.24589	1.91034	5.57811	6.17045	5.93257	6.16787	3.57377	0.00148	0	0	0	0.49451	0	0	11.93884	21.8799	0	0.01925	2.9214	0	0	0	0.95112	0	0	0	0	0	0.35035	0.01868	0.16239	0.20976	1.28041	5.19626	5.52132	2.3658	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	0.09616	0	0	0	0.0272	0	0.18269	0.15677	0	7.00E-05	1.75259	0	0.12107	0.1305	2.54925	0	0.64794	0.13594	1.17843	1.54921	1.62985	0.50341	0.93357	1.38365	1.33176	0	0	1.53446	0.02768	0	0.6349	0.08613	0	0.47083	0.04772	0	0	0.17209	0.18792	0	0.01001	0.55749	0.13853	0.66661	0.65072	0.19047	0.24358	0.03207	0.00083	0.47931	0.8165	0.72811	0.07976	0.18504	0.7609	0.07133	1.30757	1.14709	0.07144	0.04232	0.51267	0.21434	0	0	0.20462	2.40074	1.72355	3.17375	0.03847	0.04011	0.2479	0.95157	0.0234	0.20714	0	0.00287	0.00384	0	0.27978	0	1.14328	1.94878	1.72092	2.19877	0.20336	1.95929	2.74141	0	0.46148	0.01217	0.07725	0.65611	0	0.56749	0.00092	0.12864	0.00025	0	0.34237	0.16198	0.4527	1.61701	0.39531	0.87158	3.42982	1.73427	0.87641	0.00342	0	1.42248	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0397	0.00744	0.00843	0.00996	96.73471	0	0.11345	0	0.02572	0.3351	7.98392	0.05148	0.00539	0	0.90795	0	0	0	0	0	0.01428	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0.00392	0	0.05444	0	0	0	0	0	0	0	0	0	0.08527	0	0	0.00178	0	0	0	0.03302	0	0	0.44688	0	0	0.00953	98.31843	0	0	0.01092	0.13517	0.00447	0.075	0	0	0	0.16933	1.57786	0	0.00992	0	0.45578	0	0.19577	0	0.00871	0	0	0.00329	0.03743	0	0.00781	0	0	0	0	0.00643	0.51938	0	0.01723	0	47.27697	0.02485	0	0	0.00442	0	0	0	0	0	3.64003	0.04172	0.36391	4.20091	2.00498	0.00648	0.01584
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.03399	0.59275	0.10688	0.20941	0.06043	0.14637	0.0565	1.23633	0	0	4.7717	0	0.29032	0.08251	0.09532	0	0.01148	0.2673	2.46975	0.24764	0.65191	0.01809	0.34241	3.32488	2.70593	6.37733	1.34886	1.68724	0.34271	0.4484	0.08963	0.40283	0.01176	0.01545	0.74458	0	0.01098	0.36613	0.11778	0	0.24139	0.29971	2.04813	1.89191	4.39672	5.33603	0.61399	0.68543	0.11838	2.04506	0.61226	5.05943	0.16462	0.00097	0.11462	0.00326	1.58047	6.50532	2.69305	0.13969	0.22348	0.04855	0	0.00382	0.03868	1.07082	3.74857	1.76693	0.01723	0.01158	0.1212	2.34793	4.00547	3.60541	0.48159	0.00289	0	0.06107	0.06179	0.15558	4.56449	7.20361	4.66392	2.75034	0.00933	0.68453	2.7638	0.21985	0.17727	0.09704	0.31317	1.93321	0.0006	0.20004	0.09325	0.34823	2.66086	0	0.04627	0.46865	0.50248	8.44545	8.63879	5.47479	2.3148	0.36774	0.2732	0	0	0.00067	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.00851	0	0	0	0	0.61754	0	0.01966	0	0	0	0	0	0	0.02363	0	0	0	0	0	0	0.00868	0	0	0	0	0	0	0	0	0	1.77042	0.00222	0	0	0.00834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07858	0.05178	0.04565	0	0	0	0	0.00566	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09213	0	0	0	0	0	0	0	0	0	0	0	0	0.09043	0	0	0	0	0	0	0	0	0.00603	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	36.70731	31.06646	19.53967	0	0.26091	24.89645	15.80242	11.02978	0.12543	0	20.45571	8.90899	1.27431	0.6225	0	52.14425	10.73868	0.11655	1.06898	1.49975	17.05	5.2051	2.3966	9.79322	5.85395	0.59571	12.72505	1.92282	0.85214	0.01035	1.7123	4.96513	0.002	0.29968	0	0.01536	0.35562	3.0421	4.4767	0.61637	7.08583	1.02753	9.21232	0.70391	4.77769	2.1048	0.07293	0.26544	0.1754	3.87942	7.71327	1.4692	8.93527	20.39086	41.09637	5.82942	2.08803	10.19571	16.25609	1.37659	11.83963	9.16333	0	0	7.21216	12.30317	14.09436	11.20725	19.22017	3.68922	5.22401	7.74632	3.16308	7.69688	4.9639	20.24225	0.01294	13.76796	16.79547	12.8073	5.03707	14.49525	27.78778	11.00989	0.13528	1.50456	3.3508	16.57887	10.25602	3.893	17.70301	3.4904	18.60992	7.01153	15.36797	10.24218	17.83361	5.88319	10.93606	4.07199	3.78581	13.15568	23.88637	18.04685	1.47444	2.44733	3.65731	0	11.42079	0	0.6326	5.45158	0.05743	26.37134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	13.20012	5.96072	1.97806	1.56287	0.0152	0	4.35753	2.00028	0.06054	0	15.77011	0.64021	0.04094	0	0	6.65119	0.9814	0.01023	0.30894	0.21471	1.44687	0	0	0	0	0.4775	0.7422	1.00603	0.38174	0.02518	0.47618	1.47067	0	0	0.4567	0.00276	0.00795	0.06892	0	0	0	0.30417	1.65427	0.34301	1.56028	2.15684	0.11714	0.58687	0.33779	0.08497	0.45636	0.69024	1.50123	0	0	3.07689	2.12795	5.61843	0	0	0	0	0	0	0.12703	1.29141	0.38105	0.54061	0.74207	1.57013	1.28526	1.5825	6.30866	3.84655	0.97923	16.64655	0.02476	3.1241	1.40424	0.00809	1.40508	2.33278	9.81303	6.45268	0.08346	1.07638	1.85329	1.7949	1.52222	2.57752	4.23987	0.7685	2.21443	0	0.84049	6.01811	8.31056	7.48823	22.07614	1.62798	2.08679	0.69232	1.67144	2.86568	0.84756	0.48656	0.61614	0	0	0	0.00619	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	12.55916	1.90896	1.76986	0	0.05259	13.51829	0	0.93807	0.63626	2.64794	0	0	0.24188	1.26206	39.86464	0	0.14997	0.13329	0.14681	0.00545	0.96057	2.00847	1.06214	0	0.06199	0	0.59543	0.24284	0.05189	0	0.09399	0.25516	0.04433	1.11526	1.83646	0.17201	1.02349	0.13191	2.062	0.62955	4.0356	1.52337	5.61342	0.77357	0.03682	0.13552	1.1154	0.00781	0.31126	0.08272	0.02508	0.26873	2.04748	0.4149	1.20234	16.42262	0.03154	1.04123	0	2.0087	1.42724	4.30512	0	3.64001	1.65108	2.33362	3.12605	1.08536	0	1.02104	0.69003	0	0.19347	0	0.00604	0	0.36933	0.8184	0.0156	0	0.02769	3.36148	0.02953	0.19754	0.2082	0.27359	1.3295	2.00285	0.339	4.25645	0.23802	0.90089	0.00336	0.85472	0	0	0.08426	0	0	0	0.03559	1.03605	0.12599	0.06304	4.33847	0	0.02445	0	0	0	1.12194	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola	7.33701	9.22715	21.40048	4.54346	0.18199	0	23.12522	13.50559	0.72629	0	7.37532	0.85889	0.62689	4.1961	0	24.38537	2.09862	0.04484	1.65871	35.3585	11.66408	16.20713	6.6925	16.84405	12.69757	0.07359	2.93079	17.42041	1.66219	0.04956	0.19859	6.02554	0.04567	0	0	0.45015	0.061	1.92846	7.05278	0.09867	5.3068	0.4428	1.24787	0.86821	1.33901	1.1611	0.37303	0.25219	0.19881	1.13836	8.98155	1.65709	1.7254	44.44587	0	27.94649	4.09054	26.81857	0	0	0	26.08296	0	0	0.64257	20.85055	6.44435	11.83414	18.28446	2.79187	9.05986	6.58672	11.74342	12.49936	5.28496	14.8773	0.40917	22.74189	4.53373	4.08945	1.7918	16.14961	3.69418	1.9054	1.14284	9.83539	10.23649	22.72556	9.59135	13.91073	7.30293	4.87349	10.19739	6.09093	0	0	0	10.8467	20.53727	5.07167	6.01917	2.3761	4.93515	11.61812	16.19384	24.68211	4.05672	0	0	0	0.01564	3.09637	0.02489	8.15316
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	6.60526	0.13997	0.05213	0.10053	0	1.11497	2.17815	0.07284	0.00341	0.05635	0.3702	0.03421	0	0.00727	0.02721	0	0.00168	0	0.03274	0.0118	0.07283	0	0.05251	0.02995	0.00227	0.85199	0.37601	0	0	0	0.02601	0	0	0	0.00161	0	0.12558	0	0.30234	0.07334	0.07017	0	0.01384	0	0	0.4223	0.21012	0.05594	0.29699	0.04136	0.21081	0.16233	0	0.09261	0.60373	0	0.01484	0.03848	1.25017	0.07843	0.00758	0.03333	0	0.05509	0.25176	0.01636	0.02506	0.04454	3.94884	0	0	0	0.00878	0.01499	0.05696	0	0.00902	0.72371	0.02284	10.22662	0.36597	0.03276	0.00924	0.02242	0.00332	0	0	0.15754	0.17222	0	0	0.03932	0.00693	0.03803	0.40716	0.42737	0.04479	0.29023	0.48272	0.00701	0.00087	0.01442	0.0267	0.01942	0.0745	0.00485	0.02522	2.21116	0.01667	1.57348	0.47946	0.12091	0.00052	0.04957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	6.36628	0.3833	0.11506	0	0.00015	0	0.01532	0	0	0	1.34882	0.01434	0.00853	0	0	0.11131	0	0	0.04634	0.0012	0.23167	0.02122	0.74856	0.21792	0.05656	2.04444	0.42499	0	0.03251	0	0	0.06539	0	0	0	0	0	0	0.02302	0.0115	0.06384	0	0.01152	0.03603	0.02495	0.09161	0.05244	0.25275	0.01948	0.80676	0.78833	0.2347	0	0	0	0	0.22998	0.05574	3.37822	0.00206	0.11186	0.03104	0	0	0	0.37764	0.15248	2.89752	0.01731	0	0	0.0561	0.03435	0.17935	0.16152	0	0	0	0.01433	0.8316	0.25979	0.80687	1.19453	1.49369	0	0	0.0157	0.65528	1.02406	0	0.04632	0.13807	0	0	0.01028	0.01019	0.72828	0	0.03421	0	0	0.98514	0.3025	0.25678	0.08173	0	0.08029	0	0	0	0	0	0	0
