Gene Family	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
K00036	27.1246	17.4	34.1727	2.81169	146.88	11.5996	29.9709	19.773	0.677952	0.753151	11.3739	10.2753	1.48063	8.14575	5.31176	24.1241	7.01742	0.0479516	3.29815	55.2164	22.1815	20.6226	18.7551	30.9802	26.5094	0.588588	7.9472	15.8719	3.4446	0	1.06369	7.48719	5.44385	0.704013	1.00209	0.287351	0.958503	3.51316	16.7367	0.933058	5.31995	1.82817	5.4245	1.79922	6.57091	7.39749	2.06347	3.45018	1.8714	5.63373	16.9262	4.14614	12.9439	66.8954	8.73831	43.2801	11.3445	52.3415	17.3058	9.48075	14.9713	45.4772	1.03804	1.03159	10.3966	39.5824	16.6395	21.3475	22.9692	6.86018	15.3054	17.5582	21.5866	12.9111	7.55803	43.7079	1.2138	43.3765	11.2193	6.4558	4.9861	30.695	17.0722	25.0789	2.81365	15.9855	25.5334	38.6238	19.4256	26.2571	18.8713	8.30383	18.8179	12.2799	15.9578	6.37124	3.09893	18.6293	39.9449	9.11435	10.4058	10.3903	3.03625	3.33743	22.4545	36.9553	9.79789	4.91809	154.077	9.05242	0.654785	7.07411	0	13.901
K00040	8.52715	1.07618	0.672248	122.004	0.481282	7.32644	9.49235	1.09119	0.218953	12.4576	22.8258	9.41845	0.332907	1.36261	12.0589	0	0.985595	2.60918	8.39632	1.48896	6.11951	6.97562	0.743214	2.37031	15.4448	1.65368	1.21502	9.81442	24.9523	6.67907	10.361	0.499069	0	32.4146	17.7562	0.913428	4.2026	13.7149	1.30738	0.32004	2.69691	21.7971	22.0011	2.88833	16.8848	14.2712	2.98418	0.71642	2.21126	0.62853	0	11.8467	30.4899	11.4602	18.6564	0.928137	52.2329	20.1857	4.00193	6.40207	9.82223	12.1884	0	2.35284	3.30914	34.1591	2.31076	0.309524	2.6529	4.413	8.30657	14.3878	13.959	9.91692	25.5028	10.7509	2.67372	5.34198	2.78212	19.0475	5.71029	20.1104	3.01989	2.12917	44.1516	30.9186	49.7592	2.57832	0.803667	34.5028	0.852158	11.2508	10.5098	0.97592	3.10643	13.0381	1.8452	0.635718	38.2705	44.4416	34.4389	1.43229	0	0.0456738	6.12562	1.66269	8.28437	1.92836	1.135	2.17914	0	0	0	5.85752
K00041	29.0882	16.6187	28.3829	133.549	1.00223	20.8092	44.6745	22.2875	0.887218	12.9616	37.6188	15.8996	1.54379	9.83444	11.455	68.436	16.2271	1.93169	12.5193	56.3115	31.7514	18.4999	24.8109	39.3736	47.4189	8.38051	25.7545	31.8635	34.8126	6.40295	8.85033	8.1704	0	33.2233	15.8033	0.240229	5.67846	18.3397	16.636	5.07884	21.3936	25.5473	28.6045	3.97241	25.3284	18.5162	5.68829	3.11609	4.58171	7.48419	25.9446	14.8132	35.531	55.5242	37.9349	48.446	61.9978	78.9861	4.10271	4.33928	10.1147	59.2151	0	2.66773	5.50582	71.3621	27.1074	31.1998	39.0634	12.4792	24.3318	37.8024	35.7684	33.0816	51.924	50.0007	1.10352	44.0698	25.9996	29.7709	14.0667	52.83	33.6122	21.3947	47.1515	56.9792	69.3551	49.4687	31.0177	67.7825	23.2181	18.6987	33.5066	12.4444	4.82617	26.6867	23.0939	15.3595	60.5205	50.8827	41.0362	14.9907	13.4584	20.642	29.6309	40.1404	16.2707	2.34047	1.68556	19.6321	2.12269	6.21982	0.112976	32.5309
K00042	19.3393	4.17237	3.46405	0	0	24.0261	3.20546	0.272366	0.633816	4.30598	0	0	0.628389	4.20074	28.3666	0	0	0.115801	0.347247	0	1.82549	2.25804	2.02939	0	0.133659	0	1.7055	0.365617	0.0478727	0	0.250188	0.265631	0	2.17067	5.00024	0.170791	2.28668	0.0563267	6.0752	1.3451	3.80407	4.23414	3.70451	0.79736	0	0.0917758	3.01261	0	0.0858659	0.195114	0	1.63217	2.62342	0.557994	2.92755	6.89739	0.33109	0.732021	0	10.3122	5.17291	8.23951	0	8.13726	6.02655	3.14396	6.65518	0.800385	1.0122	2.54404	0.754083	0	1.16908	0.852436	0	0	0.618677	2.48077	0	0	0	3.87607	0.0510724	12.3114	0.2611	0.776372	2.04776	2.75719	0.474881	6.87612	0.850118	1.81624	0	3.89331	0	0	0	0	0	0	0.12417	1.77307	0.371374	0.0692581	2.7871	0	0	1.32743	0	8.03415	1.89202	0	0	0
K00045	0	0	0	0	0	0	0.490824	3.23459	0	0	14.212	6.26852	0	0	0	36.422	0.397477	0	0	0	2.51738	0	0	0	0	0	0.698402	1.19493	0	0	0.513653	0.436311	0	0.23112	0	0	0	0.973072	2.8378	0	3.79492	0	1.46276	0	0.840702	1.84647	0.156059	0	0.200948	2.09564	3.25762	0.410172	0.47206	0	0	3.42265	6.0092	17.1255	0	0	0	0	0	0	2.12814	0	0	2.04598	0.192309	1.12976	2.50357	3.05948	0.867878	1.75409	2.163	2.61076	0	0.704525	11.0021	0	1.45783	0	0.407503	0.282339	0	0	0	12.2731	4.19362	6.84939	2.5799	0	5.77678	2.59494	3.04002	0	0	0	4.72328	1.16874	0	0.967192	0.677767	0.797753	0	0	0	0	0	0	0.698742	1.25681	0	4.6478
K00046	3.52012	2.27211	3.06361	0	0	5.86605	0	1.55928	0.566341	1.36724	5.68463	6.839	0.131379	0.961907	0	0	0.292306	0.143964	0.526387	5.7187	1.78325	4.14646	3.0394	2.84213	1.04827	0.462263	7.00065	2.86106	0.658518	0	0.912606	0.248043	0	0.748245	3.20053	0.0750586	1.07185	1.05974	1.85772	0.612958	0.779493	0.96876	0.910775	0	1.04274	0.10987	0.242741	0	0.324072	0	0.921906	0.460776	11.1183	0	0.188823	8.53104	0.658617	0.636723	4.49743	0.602136	6.04525	3.47852	0	0.174598	3.05409	3.79185	3.76225	11.0412	0	1.14236	1.26078	0.84103	0.786735	3.61195	5.97483	0	0.311279	0.843692	0	1.25245	3.65104	9.45191	0.181797	0.159792	0.219238	6.49995	1.4915	2.02985	1.60007	9.0727	0.657367	0.644067	0	0.263427	2.88821	0.853313	1.10129	0.600668	0	0.223972	0.350657	0.30975	0.215186	0.23785	0.447311	8.76779	1.03102	1.58814	0	0.868973	1.13271	0	0	2.63536
K00048	7.94021	1.75784	1.35456	0	0.0544083	13.4145	1.87071	0.261614	0.28136	3.12552	0	0	0.0442676	1.60729	19.3073	0	0.952302	0.128488	0.255048	0.829056	1.32874	1.12893	1.36773	0	0.37445	0	0.892353	0.384806	0.0550542	0	0.503475	0.0475095	0.139252	2.2758	1.81838	0.0429999	1.17503	0.152247	3.60012	0.669152	2.51933	3.21533	6.02807	0.392855	1.81975	0.782294	1.67471	0	0.0706207	0	0	0.95152	0.914822	0.158319	1.80141	10.5781	0.342065	0.607354	0	1.93613	2.78827	3.9354	0	4.88713	2.36214	2.51529	1.92883	0.829417	1.00784	1.80012	0.890856	0.817084	0.358716	0.243199	0	0	0.174047	1.14191	0.485948	0	1.23351	2.58648	0	0.0547043	0.0511345	3.04268	0.937431	1.18976	0.556935	6.2825	0	0.928614	0	2.50983	0.406117	0	0	0	0	0.167934	0.979426	1.16147	0.0731564	0.320311	5.46964	1.68457	0.717318	0	0	0	0.675617	0	0	0.630151
K00052	64.1015	81.3253	58.5753	103.758	1.25799	58.7945	59.0107	48.3394	22.479	139.132	88.2755	29.7366	96.1345	154.833	36.9318	90.3191	80.8582	161.501	56.094	57.6605	79.8228	41.3002	46.8869	72.0269	67.9702	42.0147	67.5278	37.7699	65.8641	206.9	138.875	17.1255	45.3074	86.4293	111.341	9.43292	41.3	17.8755	56.4321	102.138	95.5866	71.6443	48.7042	19.5101	53.2171	36.8854	37.5827	51.5484	129.47	55.2153	38.5248	45.0424	69.1028	96.4663	72.9903	59.393	74.7342	79.595	99.4304	58.732	41.3201	49.9986	2.06642	107.729	66.9366	70.3979	62.1564	54.0376	45.7705	50.8596	40.3475	55.9413	75.0328	69.6948	105.5	154.943	42.5744	77.6746	96.1221	74.1641	39.0893	59.3665	84.145	43.0375	101.5	67.62	75.8327	79.9101	86.6929	81.8659	115.889	58.9887	84.3801	35.3936	82.5094	78.0451	98.2616	41.5382	85.6534	83.1401	64.4409	98.0896	79.3579	81.5223	63.4864	49.6948	94.3391	2.45154	37.4074	6.96165	15.853	92.2245	51.16	72.0584
K00053	14.1837	10.6666	10.3213	163.839	2.58117	31.5141	18.6193	38.4208	24.1063	571.928	40.5867	151.71	156.284	304.405	19.9601	3.38208	123.812	301.154	143.02	9.93879	90.074	51.9505	78.483	83.8704	116.984	49.6404	15.5481	17.8623	150.523	403.141	314.108	5.57614	111.362	201.009	306.481	28.7472	122.299	32.4864	50.9523	174.816	109.531	155.374	43.9337	51.1651	83.8349	67.1866	98.0857	176.108	375.605	151.952	46.2833	124.335	67.0714	11.2819	33.6767	30.06	96.2406	32.9206	151.061	113.906	85.5821	30.3531	2.83083	376.443	121.879	59.2769	121.545	82.0529	3.70254	134.946	33.5936	98.0639	72.3223	35.4337	122.499	61.8438	100.548	31.0776	60.2474	74.0488	138.138	35.6968	25.018	66.621	177.907	77.7242	84.6109	62.3896	89.5313	66.2654	76.6694	90.1154	41.2164	29.2511	67.682	91.8119	91.2152	29.8862	54.0798	113.017	89.7159	137.743	37.942	35.5838	68.9903	12.3618	273.611	9.13391	20.1659	24.1129	20.5436	85.2655	151.33	29.7227
K00054	0	0	0.207694	0	0	0	12.5324	0	0	0	0	0	0	0	0	0	0	0	0.37446	0.175024	0	0	0	0	0.330433	0	0	0	0	0	0	0	0.167631	0	0	0	0.262626	0	0.925167	0.17946	0.289769	0.726673	0.327093	1.02116	0.79143	0.75746	0	0.473611	0	0	0	0	0.106744	0	0	0	1.01499	1.01193	6.76699	1.43775	0.980959	0.169158	0	0	0.865138	0	0	0	22.5885	0.169791	0	0	0	0.931559	0.752411	2.40903	0	0	0	0	0	0	0	0	0	0.821231	0	0	0	0	0	0	1.33061	1.13801	3.50679	4.17205	0	0	0	0.536772	1.12723	0	0	0	0.554526	0	0	0	0	0.10542	0	0	0	0
K00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679012	0.480563	0	0	0.40264	0.452706	0.189727	0	0	0	0	0	0	0	0	0	4.51045	0	0	0	0	0.724713	0	0	0	0	0	0	0	0	0.182911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00057	23.4163	19.5509	36.2267	16.3303	136.228	29.6051	57.2829	44.5663	26.2373	7.88037	14.5041	10.1178	85.4493	143.259	11.0053	27.5299	69.5402	68.2542	48.2718	64.4403	34.4728	27.543	44.7478	41.264	42.0792	45.3795	46.0141	32.6102	12.862	8.04083	99.8664	9.42824	39.7484	38.5951	82.8538	12.8422	50.1697	15.0038	67.8626	25.0704	35.8463	29.0254	15.6944	15.0326	12.5036	85.2841	46.8287	28.6512	40.0977	46.1784	58.0413	9.85469	43.3135	68.5726	14.9784	45.979	34.9915	68.2088	61.6577	66.6504	21.3617	54.7634	1.7815	30.1253	32.4511	43.4329	20.8403	28.3943	78.6501	23.1269	44.016	40.0945	48.9538	32.0543	44.6145	73.5024	28.6143	44.2964	57.1042	52.0901	21.822	29.6478	32.7518	59.2041	46.0158	44.2409	45.6442	63.7719	50.9175	51.7001	35.0793	24.2935	47.3079	27.6805	56.2782	55.181	65.3235	29.6865	28.5849	49.0635	64.6139	47.2213	29.1383	35.0865	58.3333	57.6923	43.7033	6.34629	217.204	49.6997	15.2025	84.0869	53.8062	34.6499
K00058	15.857	11.344	10.4741	6.90557	1.34493	11.9586	16.5805	15.395	21.6783	177.594	16.2461	11.7275	2.35504	7.43191	5.33621	45.2589	26.5433	64.1426	44.1044	9.9601	42.5156	29.5595	24.2603	25.6911	31.1441	8.8759	23.3638	12.1428	30.1566	106.51	55.5033	5.97141	44.5122	20.8664	82.8657	2.87312	23.9718	5.68896	28.203	64.1169	69.6343	41.7725	11.9064	15.3168	20.8054	9.63706	16.537	41.894	62.2631	50.6562	25.6462	32.6034	29.6823	16.8089	5.21438	39.1813	24.8706	25.5685	32.9026	27.8165	19.6736	15.7562	1.26265	126.229	22.1488	11.7237	37.8187	40.7042	16.7958	43.1664	37.1221	26.9961	54.9896	44.5383	99.8342	104.718	35.0004	26.0332	73.9558	2.49536	18.9624	8.83106	23.9485	58.9046	26.1798	38.6751	21.2905	28.6147	32.2166	46.9056	48.4494	21.7287	25.5886	13.1527	26.9328	25.647	38.0491	20.5547	16.3888	48.5119	27.9498	72.7173	38.5343	36.5499	22.8361	8.70517	82.7338	4.99883	0.576609	39.2201	13.0138	12.3802	5.70311	27.441
K00059	35.1995	50.1063	100.527	102.215	2.68699	21.1548	102.522	84.0641	36.9924	26.6907	56.3857	15.0331	146.397	230.218	25.3086	71.6728	52.9854	44.6477	77.0273	171.202	73.1092	84.692	121.247	136.746	137.03	34.9694	42.9739	74.995	55.4861	28.4658	125.661	22.1944	57.1565	82.1738	78.2778	15.7379	68.0574	24.1497	95.9377	67.2842	63.882	54.0193	45.6905	69.3025	47.4973	25.3339	47.3331	67.3232	41.6498	43.4616	52.0715	64.1838	89.3992	210.24	28.27	125.092	98.1568	163.826	117.618	67.9859	35.8345	140.138	4.54556	61.0259	229.415	122.328	98.5073	108.692	92.7282	46.6724	58.7175	66.6336	87.2694	79.1225	114.418	121.527	50.1172	138.028	117.257	72.608	61.6618	81.1941	36.4999	74.4162	74.4805	110.809	132.016	144.916	106.262	129.027	74.3372	63.9703	104.756	47.4872	104.328	98.4383	76.3118	53.106	72.7127	81.8416	83.6266	62.8457	35.1663	56.2119	122.637	142.437	69.5883	158.138	1.61058	26.3137	29.8788	116.789	396.536	82.2809
K00060	9.11106	2.58871	1.50613	0	0.116925	7.41157	0	0	0	1.73609	0	141.353	0.284096	1.95798	5.70399	0	0	0.601233	0	0	0.846399	0.844112	0.777097	0	0	0	0.858516	0	0	0	0.323333	0	0	1.10672	0.739825	0	1.28064	0	2.48855	20.402	0.991968	1.62781	2.39561	3.63019	0.369498	0	0.651115	0	0	0	0.821001	4.18936	1.77873	0.473016	3.73492	1.05619	2.14678	0.39397	0	10.1183	16.9474	4.66267	0	2.96728	2.86593	0.679339	5.82395	4.64272	0	0.780648	0.638017	4.30013	1.54464	1.23666	0	1.09721	0.491587	2.63788	0	0	108.688	0.967509	0	9.56289	0	0	4.13763	0.837716	0	0.689207	0.965331	0.595311	0.311023	3.30431	0.260482	0	0	0	0	0	0.131364	0.605271	0.160563	0.186497	2.30886	0	0	1.40925	0	21.8713	0.438766	0	0	0
K00062	0	0	0	0	0.53631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00063	0	0	0	0	0.57521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00065	10.224	0.325099	0.522115	0	0	6.83962	0	1.37143	0.268695	1.26395	1.35912	13.5189	0	0.102978	7.66071	0	0	0	1.11087	1.51971	9.57417	0.372931	1.77926	0.515134	0.247666	6.19276	2.34804	3.58338	0.447592	0.346767	0	0.591631	0	1.14661	2.58848	0.100568	2.23273	0.31964	1.9303	0.769059	2.93296	1.8749	2.72414	5.38601	0.778247	0.844513	1.412	0.141272	1.53538	0.324032	0.22901	0.657918	4.22094	0	0.0835427	3.5437	0.71095	0.997768	19.2186	7.71223	2.22964	1.79535	0	1.73152	1.44068	1.61068	1.14596	0.39344	0	8.14196	0.479831	0.446913	1.88342	2.17475	4.16791	0	0.727861	1.9629	0	1.84912	0.221152	2.01967	0	13.7672	0.139865	9.52984	1.01877	3.80352	1.4389	11.4325	4.48164	2.3388	2.85311	2.59641	4.28113	4.96864	8.34617	1.32342	0	4.71927	6.18193	0.745298	0.306448	0.30321	6.68086	0.977115	6.77509	5.71234	0	28.8132	0.854656	0	0	0
K00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00067	17.4488	14.3022	31.2702	3.81504	0.366937	22.8354	32.4853	30.5734	25.8524	4.25658	18.9223	8.64502	1.09571	110.231	4.50845	66.1618	18.7979	4.37196	20.9814	69.3145	31.116	33.6545	37.4938	49.0205	34.5095	15.8274	26.3984	20.8728	8.98832	6.00956	6.32591	8.67761	8.82251	22.5556	50.5038	3.62916	26.1531	5.36637	23.3884	4.37927	12.1588	13.3893	10.6145	20.8502	8.6675	13.0538	30.3648	15.3117	21.1822	12.7027	26.1235	6.31225	21.2985	103.38	16.9102	46.4473	22.1395	54.1606	12.5257	6.49905	32.1648	46.1498	0	11.0218	15.7993	33.6249	10.9565	18.7487	25.1373	13.8458	26.5394	18.1437	30.2692	21.3937	34.5234	53.4526	7.63334	41.9227	28.5949	18.3855	12.6613	31.9327	18.212	8.13274	2.39547	30.1492	30.0717	42.946	23.7477	31.4118	19.3613	16.2852	36.8712	14.3561	58.5207	25.4606	35.7408	32.5104	38.5472	25.5293	27.5732	15.9579	21.2967	18.6889	38.3886	54.0688	25.7116	3.59841	0	0	17.1994	24.5753	8.63114	48.8716
K00068	0.466572	1.55714	1.17536	2.36869	0	0.279917	4.50544	7.54137	32.8998	4.22216	0	0	0	10.7035	0.136747	0	2.27376	1.09774	2.47827	0.838512	1.38147	5.56035	4.52647	5.05865	3.11247	4.59321	0.106427	0.361805	3.56581	3.36798	1.42712	0.274893	13.1388	2.78538	0.0679285	2.09769	3.0558	0.36532	14.0344	6.99961	6.56132	1.42735	4.04323	8.20301	1.63649	0	6.56209	3.25081	1.98688	0.231598	4.76223	0.271182	6.20437	0	1.42804	4.12592	3.68723	2.89605	0	10.6081	3.93069	5.139	0	3.92718	0.710038	0	0.245029	1.04241	0.558245	4.86492	3.86858	0.906277	3.24629	2.35875	7.80844	1.24508	3.08648	5.00441	4.50411	0.648493	6.37129	0	0.309465	15.9761	1.77017	2.77515	3.64311	0.324439	3.23466	8.17456	1.96585	3.3642	1.32442	2.44892	3.23752	4.03918	0.494689	0.756931	0.487259	4.77444	16.1464	0.431998	0.261402	0.365285	16.5965	0.293023	7.69961	0.803177	0	0.3825	22.248	24.1395	9.84202	22.2983
K00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00073	2.30336	0.493037	0.279003	0	0	6.58947	0	0.183678	0.0694404	1.03945	0	0	0.0333274	0.593739	9.18284	0	0	0.047895	0.306831	0	0	0.0987696	0	0	0	0	0	0.0699345	0	0	0	0	0	0.0716957	1.03435	0.0372728	0.294949	0.179111	1.05407	0.415059	1.32319	1.45555	2.416	0.0578886	0	0	0.425182	0	0.06159	0	0	0	2.37364	0	0.416675	2.3452	0	0.239214	0	1.4159	0	1.45208	0	1.39474	0.58742	0.782156	1.47207	0.33168	0	0.274011	0	0	0	0	0	0	0.168937	0.293628	0	0	0.152671	1.56606	0	0.0377527	0	0	0.0944919	0.61671	0.720397	2.11083	0	3.77138	0	0.769466	0	0	0	0	0	0	0	1.50559	0	0	1.72223	0	0.224688	0	0	0	0.262817	0	0	0
K00074	0.320227	0.899912	0.51977	123.869	0.35438	4.17098	9.98675	4.16277	17.0433	13.9969	27.513	0	0.8947	10.9666	7.02958	0	4.62736	4.59695	15.1998	7.45925	15.9241	7.69098	12.733	10.8911	19.2661	13.1964	4.87585	14.3123	27.3623	8.02493	10.1689	2.27102	6.99803	61.2576	13.8449	0.803375	22.2679	16.3848	16.2518	6.96174	16.4428	35.1643	25.5682	19.5596	22.0364	15.6924	5.82417	28.7287	7.71464	28.0857	6.27479	16.846	35.8661	1.73285	17.5391	1.95201	45.2649	19.233	6.25506	16.1081	14.2124	14.9818	0	8.18721	3.0425	31.6645	2.5008	11.1805	3.22087	34.4171	35.393	29.8258	39.3118	32.002	70.0105	76.1245	18.0585	17.0346	48.7019	15.0241	9.02066	17.5707	9.68209	9.37232	37.1439	49.4157	47.7063	4.27994	3.08874	42.4737	7.44691	18.315	15.6666	25.4885	1.83972	21.5101	2.84824	4.30169	38.9119	55.4552	54.2759	31.0076	20.1015	18.6092	17.0228	9.73743	19.9732	5.9942	5.90672	1.9946	13.3622	11.5097	4.41725	25.5532
K00075	35.7747	5.81114	5.62925	6.06746	149.529	44.722	12.1151	47.5245	30.5939	8.31977	14.4157	16.7903	146.365	204.755	33.1855	47.3502	83.9837	116.014	70.9393	21.4538	26.85	30.2174	57.3066	43.2092	35.7704	40.7937	22.6623	13.5736	47.4595	68.1771	155.793	3.60757	43.8676	71.1177	98.3225	20.5828	69.2859	15.5187	62.2315	61.6516	54.4128	35.932	29.9552	23.0404	33.7183	24.4948	52.9056	46.9778	134.825	111.843	45.7105	72.2251	60.6101	49.0064	40.2381	20.4184	57.2943	42.2969	106.188	95.2393	80.1786	26.0541	3.42055	41.5221	139.47	34.9499	42.0315	28.2398	4.35473	54.3511	10.0839	42.5787	18.139	19.8581	38.6601	19.2044	65.8043	8.47073	59.8231	52.5615	20.9209	19.8383	25.5701	18.2892	82.1054	33.5938	29.4344	59.1565	68.175	49.2827	27.1498	30.8546	57.8247	24.0632	145.963	86.6539	80.7673	17.8459	6.64923	51.9439	62.8847	49.2417	15.7022	9.59176	43.0903	33.3271	34.6386	7.10247	230.317	24.3946	26.2696	120.821	202.135	39.0769
K00076	0	0	0	0	0	0	0	0.614916	0.560292	0.985141	0	0	0	0	20.3305	0	0	0	0	0	0	0.594011	0	0	0	0	0	0	0	0	0	0	0	0.989623	1.15727	0.199066	0.36056	0.160745	0.397356	0.386622	2.48783	0.678406	2.07727	1.03392	0	0	0	0	0.298985	0	0	0.197032	0.869312	0	0	6.26339	0	0.238388	0	1.9511	0	0.464349	0	3.01314	0	2.0444	1.87879	0.705379	0	0	0	0	0	0	0	0	0.377898	0.526225	0	0	0	3.31272	0	0	0	0	0.916458	1.32037	0.341653	4.97729	0	0.352107	0	0.899853	0	0	0.0573986	0	0	0	0	0.852738	0	0	3.49544	0	0	0	0	0	1.31552	0	0	0
K00077	22.1855	14.8568	5.84878	104.772	0.667061	33.7213	11.3666	5.69754	1.01021	13.1545	7.55112	7.94339	0.412245	5.78624	11.005	2.26192	10.4071	12.9745	20.5258	17.4443	35.2634	15.9983	10.0074	12.4869	17.6284	33.4013	13.7401	30.1057	27.5582	17.0712	25.803	3.87956	23.9149	33.9224	18.5001	3.34726	20.9007	18.2872	20.42	5.07988	24.729	40.3191	44.5307	24.6199	20.8642	16.4577	18.7987	14.9845	6.45593	7.28168	23.5436	15.8181	58.1523	22.1881	28.4246	4.65878	40.6577	21.007	15.5868	51.9814	55.0379	21.4214	0.532638	3.3398	22.7584	43.8414	10.1709	19.0375	3.57624	22.8938	28.6037	27.1465	40.4936	42.4857	92.3794	84.5264	20.452	17.2338	56.263	10.595	2.87467	21.7147	15.5229	8.44449	98.1838	65.8482	50.7267	21.5904	14.2428	57.4592	8.11847	16.022	16.2113	21.4541	49.274	13.9648	12.1592	8.21713	15.2048	59.1143	48.5606	43.2298	21.6943	20.3924	12.5604	19.4625	30.4479	2.88319	108.188	3.83467	3.58667	3.33618	0.440853	17.5608
K00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13823	0	0	0	0	0	0	0	0	0	0.94326	0	0	0.213939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188242	0	0	0	0	5.07527	0	0	0	0	0	0	0	11.6386	0	0	0	0	0	0	183.307	6.73724	0	0	0	0
