Pathway	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
PWY-8131	35.0216	69.5433	83.4287	42.4735	0	81.3507	31.0346	27.6007	3.11945	15.1738	76.9818	74.6314	1.97208	38.8885	36.4113	2.87762	28.4617	23.3622	49.9288	50.637	24.286	26.8961	69.596	38.3389	20.8577	68.549	138.256	23.134	14.0985	11.0667	5.8147	12.5019	4.69846	98.9913	0.865792	2.66968	66.4575	16.2443	39.3133	55.4009	16.7041	29.139	18.6791	65.0987	23.8405	28.6246	39.911	63.2659	59.6907	28.5917	59.8897	17.2777	20.1097	31.821	73.0828	12.733	25.9319	16.8886	19.1009	53.3713	40.0536	13.483	0	17.0907	23.7537	17.0822	32.2105	67.7933	39.0114	47.4027	43.7298	36.3703	20.7486	28.3844	29.888	7.08992	12.1574	36.5844	51.0748	81.874	37.2773	31.8494	32.9148	90.8343	37.7248	43.7941	18.9234	55.6774	44.0856	50.5663	9.6524	34.0604	78.3719	73.4726	47.0828	61.6893	69.3064	18.7487	20.3436	34.1272	42.7048	53.4835	46.5228	47.2621	45.5777	67.7423	46.9807	68.7991	31.9175	130.739	32.4909	50.6012	9.40292	67.4353
PWY-8134	1.01437	3.82547	6.00904	0	0	0	0	0	0	0	1.89016	0	0	0.66846	0	0	0	0	0	0	1.15823	0	2.59196	0.70353	0	21.103	11.3282	0	0	0	0.693467	0	0	0	0	0	0.461853	0	0	0	0	0	0	0	0	3.4691	0.477541	0	4.66681	0	0.831316	0	0	0	0	0	0	0	2.95272	0.768742	0	0	0	0	0	0	1.83766	1.24999	0	0	0	0	0	1.02882	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49405	0.877128	0	0	0	0	0	0	1.84642	2.73625	0	0	0	0	0	0	0	0.644409	0	3.20132	0	0	0	0	0	0	1.04409
PWY-8173	45.1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3506	0	0	0	0
PWY-8174	45.1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3506	0	0	0	0
PWY-8175	45.1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3506	0	0	0	0
PWY-8178	328.946	455.332	492.541	391.962	26.376	515.593	235.765	464.207	377.389	399.139	264.307	679.549	436.057	273.136	574.145	213.888	379.817	384.464	466.218	458.014	258.889	190.392	463.559	298.618	316.7	643.39	472.719	369.866	482.875	369.163	468.019	280.718	328.732	539.962	257.553	429.828	596.159	328.084	476.869	625.282	441.595	408.164	433.851	572.337	451.357	287.253	406.125	498.903	315.023	459.675	391.782	435.708	430.587	370.692	437.916	424.311	520.334	335.693	301.385	556.454	597.164	361.993	388.104	420.946	574.661	348.782	425.362	415.377	150.222	354.507	312.012	349.338	310.297	299.316	388.167	265.877	401.429	314.478	513.94	381.406	592.725	332.203	216.399	342.217	609.79	408.961	353.992	337.567	403.152	337.568	276.881	361.829	494.246	618.874	510.512	431.79	264.201	243.578	260.159	485.058	540.204	301.114	361.868	369.416	480.845	534.457	368.817	806.66	197.907	645.619	767.273	517.33	509.128	462.183
PWY-8187	143.925	141.354	219.013	43.2371	689.113	207.465	151.283	120.299	16.3794	66.2772	92.2165	38.245	32.8199	107.866	212.224	91.1129	135.14	246.88	370.381	250.615	123.334	108.724	375.676	201.928	233.133	206.816	92.4435	129.927	119.674	80.3906	237.845	56.6565	74.2644	109.691	70.7743	55.0842	136.762	30.1942	98.337	514.454	280.117	92.1218	119.113	169.3	254.534	86.7615	120.38	122.68	94.9548	87.3786	76.4898	415.815	52.0384	241.41	124.684	261.033	143.606	298.804	36.08	521.825	357.776	260.278	604.01	96.4581	455.536	248.433	379.181	292.534	121.316	155.6	106.944	161.783	123.193	66.3492	225.731	260.909	216.334	264.668	152.86	49.5068	130.17	191.673	103.469	116.153	207.909	127.267	212.204	184.095	177.89	206.713	177.934	92.9916	149.886	57.6267	459.012	162.047	89.1085	226.441	211.206	77.2426	83.4376	177.848	64.6649	66.1235	132.667	189.708	62.3012	81.8346	691.763	39.9038	60.9667	42.8997	2.03649	76.6011
PWY-8188	0	4.39708	3.1495	0	0	0	0	2.51186	0	0	0	0	0	2.88695	0	0	0	0	0	4.88647	4.64277	0	0	0	0	0	0	0	1.85735	0	0	0	0	0	0	0	0.61552	0	4.25926	5.20797	1.89159	1.05799	1.81943	3.94986	0	3.79238	3.29836	0	0	0	0	0	2.07145	3.15567	6.93682	0	2.47516	0	14.3997	0	12.7118	4.23549	0	0	0	0	1.58357	0	0	3.08166	2.9133	5.81011	0	3.13907	0	0	0	0	8.5798	0	0	1.94079	0	0	0	0	0	0	9.3794	0	0	0	0	0	2.04993	7.81555	5.33443	0	0	0	0	0	0	3.22117	4.3729	4.07026	0	0	0	0	9.99023	7.2334	0	0
PWY-8189	0	4.39708	3.1495	0	0	0	0	2.51186	0	0	0	0	0	2.88695	0	0	0	0	0	4.88647	4.64277	0	0	0	0	0	0	0	1.85735	0	0	0	0	0	0	0	0.61552	0	4.25926	5.20797	1.89159	1.05799	1.81943	3.94986	0	3.79238	3.29836	0	0	0	0	0	2.07145	3.15567	6.93682	0	2.47516	0	14.3997	0	12.7118	4.23549	0	0	0	0	1.58357	0	0	3.08166	2.9133	5.81011	0	3.13907	0	0	0	0	8.5798	0	0	1.94079	0	0	0	0	0	0	9.3794	0	0	0	0	0	2.04993	7.81555	5.33443	0	0	0	0	0	0	3.22117	4.3729	4.07026	0	0	0	0	9.99023	7.2334	0	0
PWY-8190	0	5.88762	3.16311	15.0433	0	9.47843	0	4.09127	0	0	0	0	1.84806	1.13581	0	0	0.601216	0.659659	0	1.61271	18.5389	0	1.97062	0	0	0	0	0.382824	0	0	0.375471	7.89291	2.52069	0.825329	0	0	0.978442	0.675261	17.7024	1.14497	26.2925	0	1.59517	0	0	0	0	0	0	0	0	0	0	3.4028	2.23971	2.66212	0	1.49529	0	0	2.46843	1.91927	0	3.88428	0.705534	1.45545	0	19.8854	0	26.5511	41.2379	18.6366	36.8678	35.0008	68.4494	12.0221	3.21779	19.8301	68.588	0	0.289382	0.460666	0	11.902	0	1.80902	3.06552	5.58867	0.28042	1.45998	0	2.51034	0	0	2.24546	0	0.410245	12.5934	10.4088	30.6805	8.63291	44.7491	12.2424	22.1287	1.32101	3.39464	0	9.54899	0	2.06181	2.29746	0	0	3.20169
PWY-821	99.9123	46.7918	32.266	0	1.88379	131.872	0	35.4609	15.3295	75.655	0	0	7.40967	36.6775	167.953	0	5.80359	7.62972	4.8086	7.13354	23.4593	61.2192	28.6105	0	3.19436	0	16.7818	16.4156	0	0	8.29093	10.3508	8.10971	26.795	53.0691	5.39373	39.2626	10.4404	75.9438	59.3853	111.473	36.7166	95.0179	42.3277	6.64638	7.91475	23.4625	8.52919	14.4521	6.64025	2.68424	26.7108	71.4781	60.5954	55.6088	156.319	10.4758	34.9111	0	104.104	44.3192	66.2406	0	88.552	28.6733	46.9039	84.782	32.6647	2.59605	27.0402	16.1453	0	42.7275	32.6088	2.4664	0	19.7865	62.9342	2.43975	0	0	74.3845	0	119.681	13.4597	15.6658	54.6301	41.5678	13.7528	89.0508	4.74205	38.6888	25.8685	93.0526	12.9815	9.52	11.6783	0	0	11.5501	5.36528	41.4568	7.41903	0	105.607	4.17751	7.33391	9.71585	0	214.66	47.7612	0	0	8.0742
PWY-822	0	0.599264	1.1874	0.759426	0	0.345576	0	2.7266	0	0	0	0	210.37	0	0	7.60456	3.55107	2.73553	4.76006	3.32764	1.64513	2.48835	3.98804	0	0	0	0	0	1.20322	1.68369	0	1.02859	37.1823	0.481312	0.31976	7.4499	13.0113	1.48942	40.9409	2.51978	10.6449	14.7338	0	0	0	0.483676	1.28117	13.0289	2.4742	0	2.07418	1.2736	2.80469	18.8942	2.42248	0	0	0	13.2798	30.3791	4.44154	5.71246	1.88804	0.359612	0.692226	0.999644	0.83908	2.02677	0.904121	0	2.00016	6.40897	0.507549	0	2.4382	3.65115	0	1.3163	11.3808	4.32742	0	0	0	0	8.41085	2.24082	0	1.74738	5.02463	1.63933	0.766847	5.11287	3.44832	6.13718	6.94288	67.4536	0.525495	2.39584	0	14.831	0	0.553113	1.2101	1.23895	15.9871	4.07971	4.78666	0.976491	0	0	3.06053	2.31236	0.813515	0.502921
PWY-841	236.044	241.621	274.534	126.831	484.739	225.319	331.827	298.471	39.5922	133.492	291.491	250.898	242.981	192.998	216.303	268.418	264.88	286.307	242.887	377.786	317.901	204.147	400.14	362.32	338.034	165.319	228.168	234.597	241.713	174.806	224.955	201.698	266.823	176.921	185.042	114.613	234.208	210.4	370.665	293.455	282.601	179.282	221.88	198.275	281.837	207.125	199.129	267.121	131.352	255.836	263.483	285.327	264.091	389.428	226.655	349.944	277.031	413.274	329.328	399.977	324.346	333.567	443.145	189.671	476.247	315.129	318.602	331.132	363.863	236.871	254.215	333.519	293.911	291.946	372.803	373.74	226.218	386.239	375.861	281.526	270.327	262.169	301.963	234.964	219.115	342.701	366.111	287.034	303.605	361.194	349.9	217.189	346.208	288.554	354.169	285.391	161.918	329.776	321.119	222.539	214.02	252.191	310.034	299.497	294.561	349.673	269.255	204.007	148.173	279.908	173.522	252.41	545.118	287.257
PWY-922	0	0	2.40577	0	356.957	0.647841	9.95766	5.83912	0	6.34517	0	0	0	1.29008	0	0	0	0	0	6.30146	1.60548	0	0	0	0	0	0	0	0	0	0	1.12529	31.3328	1.50823	7.53325	3.63481	8.00916	1.11396	42.7768	3.14331	2.60665	7.38863	0	0	0	1.76386	1.46779	7.65137	1.20564	0	0	1.4344	1.51921	5.24088	7.8642	0	0	0	67.9958	48.5541	4.29129	2.57642	4.69839	1.12398	8.27494	0	1.13975	0	6.85319	0	0	0	0	0	0	0	4.36122	1.95678	9.1932	8.62719	0	0	0	0	5.61417	1.12053	0	1.24345	3.12329	0	4.3892	1.083	0	0	16.7185	15.9797	3.68103	1.66332	0	0	0	22.5776	0	1.1735	7.36858	4.3944	6.1155	9.14398	430.867	24.2401	3.07831	1.34868	0	0
PWY-I9	151.038	176.662	83.8812	13.6167	24.2425	294.104	93.1543	137.314	175.285	610.318	127.587	56.5636	398.05	736.95	195.793	119.817	627.822	862.42	636.625	100.988	145.426	154.145	244.113	72.7284	237.389	463.229	71.5492	55.6625	41.4381	168.061	622.905	60.5637	258.731	410.259	581.348	88.0648	280.649	71.2545	260.372	544.419	275.379	358.129	359.223	148.108	198.92	71.6932	570.224	159.038	649.525	140.809	113.464	83.4291	257.786	161.307	117.171	244.989	354.491	84.5797	593.056	333.988	258.444	203.236	143.807	573.515	458.054	110.267	251	183.145	156.968	196.13	53.6348	64.5957	304.035	94.6892	144.18	96.5892	427.24	126.234	274.005	561.163	88.6617	150.348	38.0783	94.4424	568.081	276.832	83.7975	187.969	410.714	267.463	70.0329	122.289	107.007	207.004	576.766	412.932	456.375	179.88	15.9827	373.136	422.609	500.265	30.5565	60.6352	286.398	95.4335	254.531	91.439	619.133	250.79	188.619	419.319	298.627	139.262
PWY0-1061	77.7968	28.9282	21.5132	7.21223	11.612	116.426	0	135.699	34.8217	49.764	45.6577	0	4.24264	400.07	112.329	0	197.243	484.588	206.308	54.0878	46.38	57.5574	85.1602	102.639	101.842	106.053	9.41125	51.6855	234.339	698.21	329.894	12.0327	57.0393	200.157	182.808	68.5403	202.881	54.297	42.5157	400.462	255.171	176.196	73.5217	28.3815	132.362	91.6376	146.654	152.96	415.839	340.11	188.18	205.319	153.605	6.54981	55.8651	81.766	152.127	104.621	105.232	194.232	94.0371	48.8775	5.24464	100.306	135.701	93.9928	44.914	27.4232	0.717405	155.321	17.9258	103.092	82.4619	55.587	77.9822	44.0925	189.464	40.5406	121.607	165.236	138.898	38.5798	10.3975	126.008	308.825	88.5105	103.802	104.822	206.797	79.2151	219.29	125.065	182.346	108.038	252.688	134.088	185.921	197.399	5.4988	199.635	246.196	117.545	60.0182	38.9104	87.2082	128.483	97.6389	59.0842	0	111.936	16.9318	202.409	140.582	5.59517
PWY0-1221	0	0	0	0	0	0	0	2.11891	1.70042	5.79054	0	0	0.246046	0	37.0342	0	0	0.184372	1.52323	0	0	2.09197	0	0	0	0	0	0.39127	0	0	0	0	0	2.9039	7.24688	0	0.784898	0.100062	1.45734	3.54745	9.11288	0	9.42125	3.19512	0	0.306163	0	0	0.374527	0	0	0.244678	8.51217	0	0	12.9603	0	3.27471	0	9.44753	0.185962	1.32466	0	17.2415	0	4.56457	10.5488	3.79169	0	0	0	0	0	0	0	0	0.30365	2.46858	0	0	0	6.71018	0	0.214469	0	0	3.73106	3.23709	2.61317	18.9275	0	2.80504	0	2.10806	0	0	0.205143	0	0	0	0	4.08951	0.24409	0.3381	7.61778	0	0	0	0	0	4.1003	0	0	0
PWY0-1241	58.7213	35.8965	8.95319	6.70518	0.85059	94.0651	39.0859	31.9619	7.09677	25.0024	0	648.593	6.19716	20.3103	137.335	72.5	59.1827	32.4295	10.0347	9.74052	40.6671	66.9388	28.7933	32.1347	32.8579	0	14.1959	18.9924	6.03069	0.619161	37.5915	34.602	57.2796	45.3964	45.7704	10.2719	8.92288	42.6436	78.0063	59.3891	110.069	17.6144	41.647	23.1778	17.5886	6.05663	37.825	16.8477	10.0387	19.4327	24.9062	96.6701	52.9117	48.1769	48.6253	100.665	14.5908	9.02306	0	41.4394	42.5281	40.1918	0	44.7897	23.5034	34.4894	71.6136	63.2888	59.416	71.6654	66.3712	60.3183	80.0601	45.6034	81.5378	158.646	65.535	47.6887	85.1873	6.63749	282.37	53.9814	36.6025	68.8033	12.4993	40.505	33.4184	32.5687	11.3814	61.0862	64.5283	20.8474	23.7457	64.4908	14.744	8.67664	42.6929	28.9335	18.2122	38.6231	11.6673	76.4487	88.412	86.5399	26.9174	13.2382	9.76333	30.4065	24.7028	96.7048	26.7694	27.9371	1.48222	34.52
PWY0-1261	117.046	81.5508	41.0722	18.6987	5.07384	192.921	76.9181	86.9583	20.7142	87.2423	56.6855	111.948	17.1055	49.8086	249.111	112.207	85.6788	28.013	22.356	2.68896	50.8275	95.4859	94.3145	117.493	61.2957	47.8876	114.119	40.6891	21.9612	1.19672	10.6233	80.4233	24.1976	35.2288	66.4863	34.5096	48.7537	38.1236	75.532	35.5551	131.357	34.6957	106.028	24.457	37.5838	13.6607	64.3914	38.0276	42.9393	57.7448	76.8027	31.281	101.843	82.6642	177.757	195.104	16.6825	50.932	51.9988	110.678	39.4397	69.783	0	94.6965	33.1951	116.357	205.746	124.602	112.605	68.401	88.5012	95.514	46.4054	85.5117	75.583	127.717	15.4378	70.8287	71.5753	82.5192	24.7464	137.294	100.629	181.952	36.831	13.527	79.7427	95.0444	68.7765	159.671	45.7965	58.1997	91.7847	55.7336	44.7803	78.2058	194.621	11.8441	45.4393	13.9684	31.8562	108.882	60.8051	63.2652	81.1811	3.78492	60.8927	10.8697	12.9445	179.123	48.3726	39.2313	0	65.8568
PWY0-1277	48.5614	10.7725	14.7155	0	0	1.12296	0	30.4522	6.55717	30.6641	0	0	1.52038	11.5182	176.414	0	1.01581	2.5394	3.47016	0	0.996011	6.68959	0	0	0	0	6.80193	1.42886	0	0	1.17689	0	0	17.6478	21.6617	1.70844	12.9112	2.07613	22.0716	16.2719	46.8065	16.348	53.7675	15.611	0	3.29905	0	0	7.89286	0	0	5.31544	23.719	1.82434	11.274	99.5136	0	15.0411	0	31.0987	23.7683	35.0468	0	64.0344	18.3857	21.7206	31.6278	13.5232	0	0.741008	0	0	4.97082	4.52046	0	0	8.5309	16.1826	0	0	0	31.1449	0	58.0242	0	0	15.1641	18.7384	5.40343	50.1085	4.21916	11.2001	0	30.5962	0	0	3.34959	0	0	0	0	13.9881	1.7324	2.93889	43.8262	0	0	7.97701	0	97.2627	15.4877	0	0	0
PWY0-1296	287.881	341.24	346.922	781.806	1021.75	429.418	308.877	399.849	209.418	303.243	318.649	232.729	506.243	171.012	360.493	140.802	375.119	241.031	415.699	431.57	329.303	182.636	452.192	326.255	357.952	731.835	571.807	337.41	324.264	146.238	292.56	106.895	319.653	423.492	204	117.915	520.308	276.103	503.086	221.98	343.305	366.871	350.897	483.815	416.545	349.806	537.734	524.346	191.672	595.989	465.305	437.338	373.229	244.495	366.468	384.474	587.45	341.916	466.325	377.306	433.274	302.212	1260.63	321.111	534.083	390.861	243.395	318.571	332.529	279.241	270.36	299.023	365.527	302.565	576.476	336.982	186.829	401.356	482.284	423.493	267.467	317.425	213.86	244.372	587.724	514.318	477.422	257.362	307.008	407.577	380.71	290.289	447.58	562.403	339.701	455.504	273.718	417.86	349.188	584.188	565.72	340.027	466.741	496.237	326.968	506.571	363.771	685.3	893.031	407.819	826.908	457.755	837	436.139
PWY0-1297	149.516	108.775	96.3455	13.9566	738.014	121.272	119.963	107.666	16.6301	101.934	116.326	79.949	478.241	42.9048	290.394	34.792	25.6171	14.9972	29.1088	62.5319	98.1247	85.912	93.5819	24.8216	23.9397	136.312	171.727	42.0733	30.0839	5.67637	26.3352	13.2876	148.235	59.9504	150.946	20.8929	112.402	51.6271	195.545	85.7448	128.972	114.911	137.726	67.4573	19.9883	30.8618	145.106	61.6398	40.1171	40.4536	198.274	59.4152	86.4967	58.0952	71.2772	277.08	48.4652	62.3685	247.758	174.648	104.575	101.603	690.016	127.259	282.782	71.7745	98.1172	53.1629	155.877	84.5273	27.8257	30.4471	28.0253	50.4923	96.2082	20.5826	36.2189	69.0033	62.6395	54.6743	37.0775	105.221	17.7261	196.462	70.1186	132.994	62.338	77.5703	54.5379	116.663	51.1378	68.7669	50.1669	100.867	116.514	150.619	77.6096	271.286	31.5563	85.3387	73.6402	60.9196	20.5185	20.6961	128.747	57.7657	95.0285	114.63	39.0492	220.309	116.152	35.2939	512.782	53.1079
PWY0-1298	122.298	57.3985	82.7055	21.2593	399.589	199.512	54.5184	89.3814	43.2034	89.2509	45.2412	79.3486	15.3596	60.6353	327.345	2.20217	22.8151	12.4301	11.5386	48.2328	45.0837	74.8338	62.18	25.4831	21.1991	52.1706	127.59	32.412	9.5596	2.53866	19.2049	11.1933	76.0174	42.4584	58.9194	14.6678	54.2802	24.6456	141.851	70.4709	106.864	66.9205	109.854	35.8036	14.1745	18.1664	43.6692	13.1065	35.5983	15.109	14.5766	28.6301	98.0826	82.6334	114.897	249.112	91.0257	53.2383	63.4154	112.888	81.4788	77.3657	11.5825	124.716	71.2929	62.2119	78.0222	42.5016	38.4063	51.4003	19.5263	8.33281	31.3709	37.3976	45.5099	13.8531	19.2255	71.7066	36.4329	30.7733	32.4872	99.2467	10.3458	143.758	17.9862	52.4399	66.859	67.7198	43.0438	98.5541	18.4433	33.5696	54.6959	102.188	30.5146	21.0318	54.3096	21.422	20.288	22.8214	16.7759	56.0132	19.8535	20.3079	116.406	33.361	6.14434	116.592	26.0476	246.296	133.451	45.7612	4.89527	5.57705
PWY0-1319	365.549	474.967	467.307	680.127	19.2214	481.73	286.974	403.401	193.529	417.225	403.81	260.552	397.694	224.15	356.725	396.681	379.452	241.268	406.377	477.477	375.236	255.114	450.569	366.974	405.793	646.691	596.034	345.535	383.756	177.024	253.607	206.407	292.379	435.473	200.447	121.157	530.707	267.387	444.886	275.278	380.338	408.812	381.747	530.972	425.893	513.381	466.363	532.942	308.311	438.012	475.549	449.059	369.498	377.19	393.438	405.439	489.484	440.106	438.007	430.713	466.861	398.141	12.1914	285.664	376.761	401.468	318.884	404.43	285.287	334.714	306.218	404.228	381.721	369.165	510.317	427.773	226.159	455.757	507.361	406.369	397.696	385.334	397.25	327.393	459.436	456.912	445.317	374.087	383.522	350.322	407.396	338.992	519.025	509.003	398.232	440.585	367.489	217.915	433.757	489.352	501.022	392.841	489.284	470.996	426.682	499.074	396.773	668.954	623.947	386.681	594.597	434.016	131.118	476.307
PWY0-1337	74.0961	20.7406	17.6567	0	0	84.1928	0	2.55487	0.415553	19.3592	0	0	0.703155	18.3245	105.832	0	1.16374	0.419756	0.741461	0	9.5417	9.26923	9.89669	0	0	0	12.3717	0.490967	0	0	2.65051	0.514275	0	10.4675	12.3894	1.17954	14.6199	0.956888	23.4937	3.8415	23.8002	18.7352	19.3481	4.77698	0	1.49717	15.7026	0	2.52032	0	0	4.0727	6.44174	5.48539	22.4099	36.8036	5.21436	3.99028	0	42.2315	24.731	42.9726	0	31.6333	28.917	9.28518	17.1789	3.40902	0	11.2823	5.71946	0	7.80084	6.29062	0	0	2.72527	12.4596	0	0	0	15.8291	0	53.6644	2.79242	2.84997	6.57837	9.3354	1.51762	20.6924	5.38475	7.97789	0	14.3929	2.3627	0	1.14932	0	0	0	0	9.5542	0	1.94617	12.4376	0	0	6.89911	0	86.4595	7.13613	0	0	0
PWY0-1338	44.5656	13.21	12.4162	0	0	56.2012	0	6.14772	3.20023	22.9214	0	0	1.56987	5.26973	111.029	0	0	0.691026	0	0	5.2691	9.10098	6.85005	0	0.319899	0	5.46059	0.95277	0	0	0.646661	0.566452	0	8.60827	16.654	0	8.99787	0	14.8873	7.69403	26.231	11.5337	20.8812	5.22154	0	0.933411	7.36101	0	1.43295	0.389271	0	4.95405	16.7932	2.05482	24.2439	65.1641	0	4.33735	0	45.1408	9.76839	20.6014	0	28.2207	13.971	15.4386	25.1856	5.67295	0	7.3134	3.14991	0	4.62946	12.0835	0	0	2.81343	16.2191	0	0	0.919171	21.5882	0	71.0649	0.584648	1.30691	4.36842	13.5145	3.84939	29.5715	4.03581	7.46101	0	16.6715	3.20748	0	3.62768	0	0	0	0.477257	5.85641	0.620962	0.391319	17.0875	0	0	5.09094	0	98.101	12.3584	0	0	0
PWY0-1415	55.8953	29.9631	24.6986	0	0.452812	91.71	3.5624	15.5911	9.87626	44.6396	0	8.61476	3.60801	16.7321	208.714	0	2.15427	3.67372	3.54899	0	12.2459	33.2302	15.8621	0	0	0	9.20546	4.68501	1.12144	0	1.90441	4.08979	11.7844	19.9693	32.6623	2.15125	13.7471	6.36938	43.9101	14.7351	57.3817	26.0244	51.2416	13.6809	0.699073	3.06517	20.5661	0	3.50256	2.00926	0	7.29881	36.1796	7.94107	29.732	111.032	0	14.3518	1.64103	58.8975	18.6502	38.6235	0	64.6913	21.2558	27.725	34.8467	8.80391	0	12.3058	6.74875	0	6.78912	10.1893	0	0	2.7238	25.5645	0	0	0	39.4464	0	54.1048	5.24766	4.62917	17.0451	22.6956	6.01352	40.8568	4.62057	11.0118	1.41741	39.4265	6.55703	1.42741	3.22533	0	0	1.40483	2.98959	16.8821	2.06657	1.62525	50.1326	0.78775	0	37.3791	0	158.597	26.9826	5.92535	0	3.527
PWY0-1477	176.211	135.945	156.78	86.4438	879.545	332.489	90.7701	75.4382	20.1991	257.827	129.388	68.0275	19.7921	66.6723	526.039	1.3589	18.8792	14.3341	58.0111	58.4881	73.5566	76.1301	148.332	140.635	57.5339	74.4649	231.135	39.1045	9.48061	4.86659	90.7716	13.6905	5.96256	94.3527	115.47	9.14036	41.8225	14.5282	88.11	70.8166	152.814	77.8928	171.402	46.337	44.7701	35.6239	86.3196	29.1476	30.4585	36.6126	70.5858	37.3299	69.3884	15.1432	73.2592	299.234	80.7262	71.2784	79.3806	111.563	127.191	110.413	0	191.208	180.762	109.899	179.869	282.394	82.1089	87.1763	49.9306	14.8439	79.8354	92.7263	110.61	17.4596	22.2253	80.6387	77.3394	24.4348	186.119	174.357	72.6965	257.676	8.51567	25.7849	73.8709	151.697	87.3574	122.455	34.9868	50.4925	24.7599	83.8566	65.2813	15.423	166.543	79.7908	56.7518	7.18865	18.8427	122.018	23.7355	31.4676	180.221	61.8689	11.7151	98.8253	30.4246	595.422	51.3924	6.96392	0	28.3807
PWY0-1479	90.8266	48.7428	22.6292	7.87912	4.6133	164.185	18.7694	75.1402	31.7641	139.204	25.2109	86.1925	8.28496	296.858	237.741	0	55.983	99.6353	113.769	10.8109	63.574	89.6389	111.178	68.597	83.6647	43.9683	21.1941	53.1731	12.0708	18.5686	250.627	77.9932	22.1124	147.46	220.006	57.4449	103.569	44.2759	63.0729	53.0008	164.895	69.8902	151.594	75.1846	34.0516	45.8002	139.386	70.279	111.402	46.4446	33.0172	22.0428	110.614	30.6801	71.4449	231.475	53.605	68.1065	98.7893	143.579	60.3059	100.245	0	240.47	86.5025	62.8158	129.819	45.1576	3.80722	75.0942	67.5692	70.3596	73.8357	41.5796	55.0633	45.9124	88.9849	44.2214	29.7405	91.6591	147.716	72.2503	44.1446	128.399	89.0661	78.7166	160.283	94.7152	72.8906	204.641	66.1045	41.3587	38.9327	44.4676	113.101	72.6475	128.576	69.7697	22.3599	25.0116	47.9706	93.5326	66.979	33.1761	134.355	3.92109	136.682	12.3931	0	243.728	35.0914	177.147	104.139	28.6468
PWY0-1533	20.9274	9.52649	3.29664	0	0	28.3143	0	0	1.22863	13.3148	0	0	1.51532	0	40.2831	0	0	1.70633	0.870039	0	6.54696	3.69279	7.41772	0	0	0	0	1.71831	0	0	0	0.885901	0	1.86403	8.71675	0.715306	3.11239	0.409313	5.76753	1.29563	5.86436	5.23147	1.65583	0	0	0	3.72586	0	0	0	0	1.57286	3.72362	0	9.32986	3.25048	0	0	0	2.55673	0.528137	6.04215	0	28.8584	0	4.27394	14.6609	0.883965	0	3.29149	3.14655	0	0.597786	0	0	0	0.977376	1.87342	0	0	0	10.1037	0	0.921467	0.179191	0	1.28879	4.93592	1.91308	21.0415	0	4.42202	0	0.747899	0	0	0.883715	0	0	0	0	3.99716	0.218878	0.393734	0	0	0	0	0	0	4.85425	0	0	0
